Frame,Time,Head / localX,Head / localY,Head / localZ,Head / localDistChanged,Head / local ThetaX,Head / local ThetaY,Head / local ThetaZ,Right Arm / localX,Right Arm / localY,Right Arm / localZ,Right Arm / localDistChanged,Right Arm / local ThetaX,Right Arm / local ThetaY,Right Arm / local ThetaZ,Left Arm / localX,Left Arm / localY,Left Arm / localZ,Left Arm / localDistChanged,Left Arm / local ThetaX,Left Arm / local ThetaY,Left Arm / local ThetaZ
Frame 88,00:00:03:666666:88f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,145.20367458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 89,00:00:03:708333:89f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,145.98866822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 90,00:00:03:750000:90f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,146.72057763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 91,00:00:03:791666:91f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,147.4024081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 92,00:00:03:833333:92f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,148.03693267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 93,00:00:03:875000:93f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,148.62661022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 94,00:00:03:916666:94f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,149.17373569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 95,00:00:03:958333:95f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,149.68034449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 96,00:00:04:000000:96f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,150.14819878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 97,00:00:04:041666:97f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,150.57892417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 98,00:00:04:083333:98f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,150.97395499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 99,00:00:04:125000:99f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,151.33449336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 100,00:00:04:166666:100f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,151.66167308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 101,00:00:04:208333:101f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,151.95628646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 102,00:00:04:250000:102f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,152.21918044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 103,00:00:04:291666:103f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,152.45090144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 104,00:00:04:333333:104f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,152.6518456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 105,00:00:04:375000:105f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,152.82235445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 106,00:00:04:416666:106f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,152.96244163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 107,00:00:04:458333:107f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,153.07209348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 108,00:00:04:500000:108f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,153.15102315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 109,00:00:04:541666:109f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,153.19887546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 110,00:00:04:583333:110f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,153.21498104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 111,00:00:04:625000:111f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,152.22105191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 112,00:00:04:666666:112f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,149.53204742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 113,00:00:04:708333:113f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,145.57516857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 114,00:00:04:750000:114f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,141.40561129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 115,00:00:04:791666:115f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,139.35372684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 116,00:00:04:833333:116f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,141.40561129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 117,00:00:04:875000:117f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,145.57515491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 118,00:00:04:916666:118f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,149.53200644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 119,00:00:04:958333:119f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,152.22105191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 120,00:00:05:000000:120f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,153.21498104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 121,00:00:05:041666:121f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,152.22105191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 122,00:00:05:083333:122f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,149.53200644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 123,00:00:05:125000:123f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,145.57516857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 124,00:00:05:166666:124f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,141.40562495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 125,00:00:05:208333:125f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,139.35372684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 126,00:00:05:250000:126f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,141.40562495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 127,00:00:05:291666:127f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,145.57515491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 128,00:00:05:333333:128f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,149.53204742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 129,00:00:05:375000:129f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,152.22106557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 130,00:00:05:416666:130f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,153.2149947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 131,00:00:05:458333:131f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,152.22106557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 132,00:00:05:500000:132f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,149.5320201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 133,00:00:05:541666:133f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,145.57514125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 134,00:00:05:583333:134f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,141.40559763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 135,00:00:05:625000:135f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,139.35372684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 136,00:00:05:666666:136f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,139.35372684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 137,00:00:05:708333:137f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,139.35372684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 138,00:00:05:750000:138f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,139.35372684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 139,00:00:05:791666:139f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,139.35372684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 140,00:00:05:833333:140f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,139.35372684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 141,00:00:05:875000:141f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,139.26388253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 142,00:00:05:916666:142f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,138.99910342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 143,00:00:05:958333:143f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,138.56371984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 144,00:00:06:000000:144f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,137.95840115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 145,00:00:06:041666:145f,0.0,0.0,0.0,0.0,0.0,22.61986361,0.0,0.0,0.0,0.0,0.0,0.0,137.1807568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 146,00:00:06:083333:146f,0.0,0.0,0.0,0.0,0.0,22.54802539,0.0,0.0,0.0,0.0,0.0,0.0,136.22528163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 147,00:00:06:125000:147f,0.0,0.0,0.0,0.0,0.0,22.33895842,0.0,0.0,0.0,0.0,0.0,0.0,135.08354721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 148,00:00:06:166666:148f,0.0,0.0,0.0,0.0,0.0,22.00217375,0.0,0.0,0.0,0.0,0.0,0.0,133.74410613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 149,00:00:06:208333:149f,0.0,0.0,0.0,0.0,0.0,21.54706117,0.0,0.0,0.0,0.0,0.0,0.0,132.19239644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 150,00:00:06:250000:150f,0.0,0.0,0.0,0.0,0.0,20.98295755,0.0,0.0,0.0,0.0,0.0,0.0,130.41057767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 151,00:00:06:291666:151f,0.0,0.0,0.0,0.0,0.0,20.31913659,0.0,0.0,0.0,0.0,0.0,0.0,128.37732597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 152,00:00:06:333333:152f,0.0,0.0,0.0,0.0,0.0,19.56492661,0.0,0.0,0.0,0.0,0.0,0.0,126.0675609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 153,00:00:06:375000:153f,0.0,0.0,0.0,0.0,0.0,18.72967644,0.0,0.0,0.0,0.0,0.0,0.0,123.45239075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 154,00:00:06:416666:154f,0.0,0.0,0.0,0.0,0.0,17.82283734,0.0,0.0,0.0,0.0,0.0,0.0,120.49897597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 155,00:00:06:458333:155f,0.0,0.0,0.0,0.0,0.0,16.85393915,0.0,0.0,0.0,0.0,0.0,0.0,117.17058381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 156,00:00:06:500000:156f,0.0,0.0,0.0,0.0,0.0,15.83264487,0.0,0.0,0.0,0.0,0.0,0.0,113.42735328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 157,00:00:06:541666:157f,0.0,0.0,0.0,0.0,0.0,14.76874558,0.0,0.0,0.0,0.0,0.0,0.0,109.22708747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 158,00:00:06:583333:158f,0.0,0.0,0.0,0.0,0.0,13.67216212,0.0,0.0,0.0,0.0,0.0,0.0,104.52751434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 159,00:00:06:625000:159f,0.0,0.0,0.0,0.0,0.0,12.55291866,0.0,0.0,0.0,0.0,0.0,0.0,99.28933298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 160,00:00:06:666666:160f,0.0,0.0,0.0,0.0,0.0,11.4211879,0.0,0.0,0.0,0.0,0.0,0.0,93.48122698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 161,00:00:06:708333:161f,0.0,0.0,0.0,0.0,0.0,10.28721257,0.0,0.0,0.0,0.0,0.0,0.0,87.08647603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 162,00:00:06:750000:162f,0.0,0.0,0.0,0.0,0.0,9.16134041,0.0,0.0,0.0,0.0,0.0,0.0,80.11175322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 163,00:00:06:791666:163f,0.0,0.0,0.0,0.0,0.0,8.05395843,0.0,0.0,0.0,0.0,0.0,0.0,72.59649608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 164,00:00:06:833333:164f,0.0,0.0,0.0,0.0,0.0,6.97551553,0.0,0.0,0.0,0.0,0.0,0.0,64.62223656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 165,00:00:06:875000:165f,0.0,0.0,0.0,0.0,0.0,5.93646617,0.0,0.0,0.0,0.0,0.0,0.0,56.31825649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 166,00:00:06:916666:166f,0.0,0.0,0.0,0.0,0.0,4.94728018,0.0,0.0,0.0,0.0,0.0,0.0,47.86102064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 167,00:00:06:958333:167f,0.0,0.0,0.0,0.0,0.0,4.01839494,0.0,0.0,0.0,0.0,0.0,0.0,39.46570045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 168,00:00:07:000000:168f,0.0,0.0,0.0,0.0,0.0,3.16022863,0.0,0.0,0.0,0.0,0.0,0.0,31.36949474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 169,00:00:07:041666:169f,0.0,0.0,0.0,0.0,0.0,2.38315886,0.0,0.0,0.0,0.0,0.0,0.0,23.81133889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 170,00:00:07:083333:170f,0.0,0.0,0.0,0.0,0.0,1.69752804,0.0,0.0,0.0,0.0,0.0,0.0,17.01253443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 171,00:00:07:125000:171f,0.0,0.0,0.0,0.0,0.0,1.11362381,0.0,0.0,0.0,0.0,0.0,0.0,11.16419691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 172,00:00:07:166666:172f,0.0,0.0,0.0,0.0,0.0,0.64170667,0.0,0.0,0.0,0.0,0.0,0.0,6.42298567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 173,00:00:07:208333:173f,0.0,0.0,0.0,0.0,0.0,0.2919968,0.0,0.0,0.0,0.0,0.0,0.0,2.91476892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 174,00:00:07:250000:174f,0.0,0.0,0.0,0.0,0.0,0.07469834,0.0,0.0,0.0,0.0,0.0,0.0,0.74333284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frame 175,00:00:07:291666:175f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
